,ed_num,ed_name,pd_num,pd_sufx,pd_ltr,type,adv_num,site_name,site_name_fr,addr,addr_fr,municipality,municipality_fr,province,post_code,lat,lon,confidence,quality,score,easting,northing
34237,35035,Hamilton Centre,505,0,,Mobile,607,Baywood Place,Baywood Place,330 Main Street East,"330, rue Main Est",Hamilton,Hamilton,ON,L8N 3T9,43.25199995862442,-79.85674662129948,9.0,PointAddress,100.0,90418917.74824113,58125356.38344212
34238,35035,Hamilton Centre,505,0,,Mobile,607,Emerald Manor,Emerald Manor,83 Emerald Street South,"83, rue Emerald Sud",Hamilton,Hamilton,ON,L8N 2V4,43.25029819288482,-79.85545671311127,9.0,PointAddress,100.0,90410615.05021259,58117112.518109754
34239,35035,Hamilton Centre,505,0,,Mobile,607,Stinson Manor,Stinson Manor,110-112 Stinson Street,"110-112, rue Stinson",Hamilton,Hamilton,ON,L8N 1S5,43.24850099137299,-79.85660678602335,9.0,PointAddress,100.0,90420729.31324299,58120073.96754311
34240,35035,Hamilton Centre,505,0,,Mobile,607,Victoria Manor,Victoria Manor,115 Victoria Avenue South,"115, avenue Victoria Sud",Hamilton,Hamilton,ON,L8N 2S9,43.24953832638933,-79.85829922949989,9.0,PointAddress,100.0,90432604.480268,58129309.37199156
34241,35035,Hamilton Centre,505,0,,Mobile,607,Victoria Manor,Victoria Manor,121 Victoria Avenue South,"121, avenue Victoria Sud",Hamilton,Hamilton,ON,L8N 2S9,43.249403661665454,-79.85834750357802,9.0,PointAddress,100.0,90433077.65565921,58129355.319963165
34242,35035,Hamilton Centre,506,0,,Mobile,609,Atrium Villa,Atrium Villa,467 Main Street East,"467, rue Main Est",Hamilton,Hamilton,ON,L8N 1K1,43.250825351137415,-79.85177532378162,9.0,StreetAddress,100.0,90382527.19563691,58100721.04126675
34243,35035,Hamilton Centre,506,0,,Mobile,609,St. Peter's Hospital,St. Peter's Hospital,88 Maplewood Avenue East,"88, avenue Maplewood Est",Hamilton,Hamilton,ON,L8M 1W9,43.24507599743254,-79.83688656359259,9.0,PointAddress,99.05,90275563.68726784,58024126.14561819
34244,35035,Hamilton Centre,507,0,,Mobile,608,Hamilton Continuing Care,Hamilton Continuing Care,125 Wentworth Street South,"125, rue Wentworth Sud",Hamilton,Hamilton,ON,L8N 2Z1,43.24796315875126,-79.85073690824645,9.0,PointAddress,100.0,90377069.90983067,58092114.92592312
34245,35035,Hamilton Centre,507,0,,Mobile,608,Northview Seniors Residence,Résidence d'Âge d'Or Northview,19 Aikman Avenue,"19, avenue Aikman",Hamilton,Hamilton,ON,L8M 1P6,43.25100997587841,-79.84866474381104,9.0,PointAddress,100.0,90359022.69512425,58086534.8364014
34246,35035,Hamilton Centre,507,0,,Mobile,608,The Rosslyn,Le Rosslyn,1322 King Street East,"1322, rue King Est",Hamilton,Hamilton,ON,L8M 1H3,43.24301173860786,-79.82362220911482,9.0,StreetAddress,100.0,90178026.09793015,57960102.976427495
34247,35035,Hamilton Centre,508,0,,Mobile,606,Cathmar Manor,Cathmar Manor,236 Catharine Street North,"236, rue Catharine Nord",Hamilton,Hamilton,ON,L8L 4S6,43.26227337884477,-79.86215797665781,9.0,PointAddress,100.0,90451203.87348221,58164113.24144659
34248,35035,Hamilton Centre,508,0,,Mobile,606,Dundurn Place,Dundurn Place,39 Mary Street,"39, rue Mary",Hamilton,Hamilton,ON,L8R 3L8,43.2563830088868,-79.86364347518591,9.0,PointAddress,100.0,90467205.22030377,58163219.565798566
34462,35036,Hamilton East--Stoney Creek,500,0,,Mobile,602,Abington Court Retirement Home,Abington Court Retirement Home,1500 Main Street East,"1500, rue Main Est",Hamilton,Hamilton,ON,L8K 1E1,43.239369951411064,-79.80570481877193,9.0,PointAddress,100.0,90047349.99603859,57872746.115461424
34463,35036,Hamilton East--Stoney Creek,500,0,,Mobile,602,Sunnyside Lodge,Sunnyside Lodge,11 Lake Avenue Drive,11 Lake Avenue Drive,Stoney Creek,Stoney Creek,ON,L8G 1X5,43.21793534416294,-79.75768014712315,9.0,PointAddress,100.0,89708692.50898282,57624699.437012754
34464,35036,Hamilton East--Stoney Creek,501,0,,Mobile,609,Clarion Nursing Home,Clarion Nursing Home,337 Highway 8,337 Highway 8,Stoney Creek,Stoney Creek,ON,L8G 1E7,43.219587789112545,-79.728101331064,9.0,StreetAddress,100.0,89489599.0401769,57492463.15092333
34465,35036,Hamilton East--Stoney Creek,501,0,,Mobile,609,Lakeview Retirement Centre,Lakeview Retirement Centre,339 Highway 8,339 Highway 8,Stoney Creek,Stoney Creek,ON,L8G 1E7,43.21954768008134,-79.72795432299532,9.0,StreetAddress,100.0,89488552.17599736,57491744.459506884
34466,35036,Hamilton East--Stoney Creek,501,0,,Mobile,609,Orchard Terrace Care Centre,Orchard Terrace Care Centre,199 Glover Road,199 Glover Road,Stoney Creek,Stoney Creek,ON,L8E 5J2,43.210246169311496,-79.68262089526203,9.0,PointAddress,100.0,89164607.31508103,57275041.36729941
34467,35036,Hamilton East--Stoney Creek,502,0,,Mobile,607,Arbour Creek Long Term Health Care Facility,Arbour Creek Long Term Health Care Facility,2717 King Street East,"2717, rue King Est",Hamilton,Hamilton,ON,L8G 1J3,43.22094912577155,-79.77690470578233,9.0,PointAddress,100.0,89848416.60849948,57716410.49471765
34468,35036,Hamilton East--Stoney Creek,502,0,,Mobile,607,Pine Villa Nursing/New Village Retirement Home,Pine Villa Nursing/New Village Retirement Home,490 Highway 8,490 Highway 8,Stoney Creek,Stoney Creek,ON,L8G 1G6,43.21631367034691,-79.7159962895137,9.0,StreetAddress,100.0,89403469.35370725,57433386.45318095
34673,35037,Hamilton Mountain,500,0,A,Mobile,602,Grace Villa Nursing Home,Grace Villa Nursing Home,45 Lockton Crescent,45 Lockton Crescent,Hamilton,Hamilton,ON,L8V 4V5,43.21205891419041,-79.84719498017758,9.0,PointAddress,100.0,90379818.58539459,58028179.03936597
34674,35037,Hamilton Mountain,500,0,B,Mobile,602,Macassa Lodge,Macassa Lodge,701 Upper Sherman Avenue,"701, avenue Upper Sherman",Hamilton,Hamilton,ON,L8V 3M7,43.226121940042745,-79.84985907920273,9.0,PointAddress,100.0,90388331.67164655,58059137.05805819
34676,35037,Hamilton Mountain,501,0,A,Mobile,608,The Wellington Nursing Home,The Wellington Nursing Home,1430 Upper Wellington Street,"1430, rue Upper Wellington",Hamilton,Hamilton,ON,L9A 5H3,43.20935127145239,-79.87910329369807,9.0,PointAddress,100.0,90622267.06639749,58172825.17055768
34678,35037,Hamilton Mountain,501,0,B,Mobile,608,The Kingsberry Place,The Kingsberry Place,1221 Limeridge Road East,1221 Limeridge Road East,Hamilton,Hamilton,ON,L8W 1Y1,43.2066750635926,-79.83130258630054,9.0,PointAddress,100.0,90265091.42458148,57947559.60348109
34896,35038,Hamilton West--Ancaster--Dundas,500,0,,Mobile,601,Elm Villa,Villa Elm,12 Melville Street,"12, rue Melville",Dundas,Dundas,ON,L9H 1Z8,43.2681705905997,-79.95440458979164,9.0,PointAddress,100.0,91146409.05054843,58604749.05210064
34897,35038,Hamilton West--Ancaster--Dundas,500,0,,Mobile,601,Governor's Manor,Governor's Manor,37 Ogilvie Street,"37, rue Ogilvie",Dundas,Dundas,ON,L9H 2S3,43.2639677776848,-79.95478399526813,9.0,PointAddress,100.0,91152783.73776343,58600931.60059342
34898,35038,Hamilton West--Ancaster--Dundas,500,0,,Mobile,601,Laburnum Lodge,Laburnum Lodge,53 Park Street West,"53, rue Park Ouest",Dundas,Dundas,ON,L9H 1X3,43.267499369438355,-79.955926549397,9.0,PointAddress,100.0,91158615.26919933,58611056.768312216
34899,35038,Hamilton West--Ancaster--Dundas,500,0,,Mobile,601,Valley Manor,Centre d'accueil Valley,104 Osler Drive,104 Osler Drive,Dundas,Dundas,ON,L9H 4B6,43.25977349267108,-79.94286690671726,9.0,PointAddress,99.09,91065112.75760642,58538998.94805553
34900,35038,Hamilton West--Ancaster--Dundas,500,0,,Mobile,601,Yorkville Place,Place Yorkville,211 York Road,211 York Road,Dundas,Dundas,ON,L9H 1M9,43.27566753375819,-79.94135738773154,9.0,PointAddress,100.0,91040474.92538343,58553074.42368095
34901,35038,Hamilton West--Ancaster--Dundas,501,0,,Mobile,603,Sherwood Place Seniors Building,Sherwood Place Seniors Building,25 Lynden Avenue,"25, avenue Lynden",Dundas,Dundas,ON,L9H 6R3,43.25763439661834,-79.94945291320946,8.0,PointAddress,100.0,91117217.90436201,58567258.78291111
34902,35038,Hamilton West--Ancaster--Dundas,501,0,,Mobile,603,Wentworth Lodge Longterm Care,Wentworth Lodge Longterm Care,41 South Street West,"41, rue South Ouest",Dundas,Dundas,ON,L9H 4C4,43.2601616705236,-79.9493538306885,9.0,PointAddress,100.0,91114374.68142673,58570164.365723826
34903,35038,Hamilton West--Ancaster--Dundas,502,0,,Mobile,604,Bertram Place,Place Bertram,21 Hatt Street,"21, rue Hatt",Dundas,Dundas,ON,L9H 2E9,43.264883702204315,-79.95520877601136,9.0,PointAddress,100.0,91155279.53528185,58604165.3960078
34904,35038,Hamilton West--Ancaster--Dundas,502,0,,Mobile,604,Blackadar Nursing Home,Centre d'accueil Blackadar,101 Creighton Road,101 Creighton Road,Dundas,Dundas,ON,L9H 3B7,43.2611237149576,-79.96827508531958,9.0,PointAddress,100.0,91258548.98360734,58661058.98830771
34905,35038,Hamilton West--Ancaster--Dundas,502,0,,Mobile,604,Blackadar Retirement Home,Blackadar Retirement Home,99 Creighton Road,99 Creighton Road,Dundas,Dundas,ON,L9H 3B7,43.26148468942237,-79.96820256699772,9.0,PointAddress,100.0,91257693.99680868,58661197.64907901
34906,35038,Hamilton West--Ancaster--Dundas,502,0,,Mobile,604,Rambynas Seniors Apartments,Rambynas Seniors Apartments,1880 Main Street West,"1880, rue Main Ouest",Hamilton,Hamilton,ON,L8S 4P8,43.250640421057064,-79.94076868503629,9.0,PointAddress,100.0,91056617.87945959,58516910.16365838
34907,35038,Hamilton West--Ancaster--Dundas,503,0,,Mobile,612,Highgate Retirement Residence,Highgate Retirement Residence,325 Fiddler's Green Road,325 Fiddler's Green Road,Ancaster,Ancaster,ON,L9G 1W9,43.20881473994457,-79.98447580887553,9.0,PointAddress,100.0,91426359.82308029,58667968.51082167
34908,35038,Hamilton West--Ancaster--Dundas,503,0,,Mobile,612,The Meadows Long Term Care Centre,The Meadows Long Term Care Centre,12 Tranquility Avenue,"12, avenue Tranquility",Ancaster,Ancaster,ON,L9G 5C2,43.21257491866247,-80.0071942322985,9.0,PointAddress,100.0,91598617.41637397,58781222.37109352
34909,35038,Hamilton West--Ancaster--Dundas,504,0,,Mobile,601,Amica at Dundas,Amica at Dundas,50 Hatt Street,"50, rue Hatt",Dundas,Dundas,ON,L9H 0A1,43.264719305009045,-79.95490819124004,9.0,PointAddress,100.0,91153114.0179105,58602523.14186481
34910,35038,Hamilton West--Ancaster--Dundas,504,0,,Mobile,601,Dundas Retirement Place,Centre d'accueil Dundas,33 Main Street,"33, rue Main",Dundas,Dundas,ON,L9H 2P7,43.26495479046675,-79.95306447345517,9.0,PointAddress,100.0,91138807.04466607,58594112.99506048
34911,35038,Hamilton West--Ancaster--Dundas,504,0,,Mobile,601,Georgian Retirement Home,Maison de retraite Georgian,255 Governor's Road,255 Governor's Road,Dundas,Dundas,ON,L9H 3K4,43.25993117626507,-79.97052595213219,9.0,PointAddress,100.0,91276814.81180929,58670145.24887021
34912,35038,Hamilton West--Ancaster--Dundas,505,0,,Mobile,605,Extendicare,Extendicare,90 Chedmac Drive,90 Chedmac Drive,Hamilton,Hamilton,ON,L9C 7S6,43.23792900132768,-79.92105493591647,9.0,PointAddress,100.0,90916813.3011347,58407131.91230511
34913,35038,Hamilton West--Ancaster--Dundas,505,0,,Mobile,605,Idlewyld Manor,Idlewyld Manor,449 Sanatorium Road,449 Sanatorium Road,Hamilton,Hamilton,ON,L9C 2A7,43.236822937994866,-79.91432757568204,9.0,PointAddress,100.0,90866566.12537149,58374063.654688045
34914,35038,Hamilton West--Ancaster--Dundas,506,0,,Mobile,606,Chartwell Deerview Crossing Retirement Home,Chartwell Deerview Crossing Retirement Home,460 Rymal Road West,460 Rymal Road West,Hamilton,Hamilton,ON,L9B 0B2,43.2074161329849,-79.91341564749852,9.0,PointAddress,100.0,90883800.94651644,58330637.8706832
34915,35038,Hamilton West--Ancaster--Dundas,506,0,,Mobile,606,St. Joseph's Healthcare Hamilton,St. Joseph's Healthcare Hamilton,100 West 5th Street,"100, rue West 5th",Hamilton,Hamilton,ON,L9C 3N6,43.24147661877433,-79.88165705074074,9.0,StreetAddress,99.21,90615230.78860879,58227368.87756071
34916,35038,Hamilton West--Ancaster--Dundas,507,0,,Mobile,607,Regina Gardens,Regina Gardens,536 Upper Paradise Road,536 Upper Paradise Road,Hamilton,Hamilton,ON,L9C 5E3,43.23069604414555,-79.91294251768669,9.0,PointAddress,100.0,90861077.64965127,58359408.90034427
34917,35038,Hamilton West--Ancaster--Dundas,507,0,,Mobile,607,Villa Italia,Villa Italia,530 Upper Paradise Road,530 Upper Paradise Road,Hamilton,Hamilton,ON,L9C 7W2,43.23066404472248,-79.91295304552959,9.0,PointAddress,100.0,90861183.93972252,58359415.70071544
34918,35038,Hamilton West--Ancaster--Dundas,508,0,,Mobile,609,Carrington Place,Place Carrington,75 Dunham Drive,75 Dunham Drive,Ancaster,Ancaster,ON,L9G 1X7,43.216346786571606,-79.99165275919006,9.0,PointAddress,100.0,91475448.52236733,58712199.64042816
34919,35038,Hamilton West--Ancaster--Dundas,508,0,,Mobile,609,The Meadowlands Retirement Lifestyle Living,The Meadowlands Retirement Lifestyle Living,1248 Mohawk Road,1248 Mohawk Road,Ancaster,Ancaster,ON,L9K 1P5,43.232800749062505,-79.93378089866717,9.0,PointAddress,100.0,91017985.02206878,58460172.32120707
34920,35038,Hamilton West--Ancaster--Dundas,509,0,,Mobile,609,Green Acres Retirement,Centre d'accueil Green Acres,109 Fiddler's Green Road,109 Fiddler's Green Road,Ancaster,Ancaster,ON,L9G 1W4,43.21613123703038,-79.98671603909656,9.0,PointAddress,100.0,91437569.03325185,58688422.86297353
34921,35038,Hamilton West--Ancaster--Dundas,509,0,,Mobile,609,Willow Grove Long Term Care,Willow Grove Long Term Care,1217 Old Mohawk Road,1217 Old Mohawk Road,Ancaster,Ancaster,ON,L9K 1P6,43.232773322839975,-79.93519423578962,8.0,PointAddress,100.0,91028789.52202453,58466793.81708913
35013,35039,Hastings--Lennox and Addington,79,0,A,Ordinary,606,Tweed Lions Club,Tweed Lions Club,65 Victoria Street North,"65, rue Victoria Nord",Tweed,Tweed,ON,K0K 3J0,44.47527849646783,-77.31070871729641,9.0,StreetAddress,100.0,74115475.17872262,49877662.41498959
35014,35039,Hastings--Lennox and Addington,79,0,B,Mobile,606,Moira Place L.T.C.,Moira Place L.T.C.,415 River Street,"415, rue River",Tweed,Tweed,ON,K0K 3J0,44.472211396275526,-77.31941522659795,9.0,StreetAddress,99.62,74159922.84243256,49901684.42713583
35090,35039,Hastings--Lennox and Addington,154,0,A,Ordinary,614,John M. Parrott Center,John M. Parrott Center,309 Bridge Street West,"309, rue Bridge Ouest",Napanee,Napanee,ON,K7R 2G4,44.24063149918576,-76.96739173210288,9.0,StreetAddress,100.0,72646062.50923377,48583900.81852829
35091,35039,Hastings--Lennox and Addington,154,0,B,Mobile,614,The Riverine,The Riverine,328 Dundas Street West,"328, rue Dundas Ouest",Napanee,Napanee,ON,K7R 4B5,44.240076531133404,-76.9638838909638,8.0,PointAddress,100.0,72630192.95742357,48572933.4798344
35135,35039,Hastings--Lennox and Addington,500,0,,Mobile,616,Briargate Retirement Living Centre,Centre de retraite Briargate,4567 Bath Road,4567 Bath Road,Amherstview,Amherstview,ON,K7N 1A8,44.2166554161116,-76.65494942398544,9.0,StreetAddress,100.0,71246917.46410531,47654426.76390053
35136,35039,Hastings--Lennox and Addington,500,0,,Mobile,616,Bridgeview Terrace Seniors Residence,Bridgeview Terrace Seniors Residence,19 Bridge Street West,"19, rue Bridge Ouest",Napanee,Napanee,ON,K7R 2C2,44.24817570416622,-76.95256163422563,9.0,PointAddress,100.0,72572423.64457525,48547893.263086125
35137,35039,Hastings--Lennox and Addington,501,0,,Mobile,605,Stirling Manor Nursing Home,Centre d'accueil Stirling Manor,218 Edward Street,"218, rue Edward",Stirling,Stirling,ON,K0K 3E0,44.30273605257122,-77.54815263256185,9.0,StreetAddress,100.0,75410678.72056928,50447509.30697119
35138,35039,Hastings--Lennox and Addington,501,0,,Mobile,605,Stirling Towers Retirement Residence,Centre d'accueil Stirling Towers,63 Front Street West,"63, rue Front Ouest",Stirling,Stirling,ON,K0K 3E0,44.29547703878042,-77.54975563141232,9.0,StreetAddress,99.91,75423829.84022301,50444793.86049372
35139,35039,Hastings--Lennox and Addington,502,0,A,Mobile,603,Caressant Care Retirement,Caressant Care Retirement,58 Bursthall Street,"58, rue Bursthall",Marmora,Marmora,ON,K0K 2M0,44.48021217247956,-77.67822079629565,9.0,StreetAddress,100.0,75948164.84193835,51067110.965561144
35140,35039,Hastings--Lennox and Addington,502,0,B,Mobile,603,E.J. McQuigg Lodge,E.J. McQuigg Lodge,38 Black Diamond Road,38 Black Diamond Road,Belleville,Belleville,ON,K0K 1K0,44.20134600000006,-77.39225899999997,9.0,PostalExt,99.0,74703256.25617811,49840142.10503304
35142,35039,Hastings--Lennox and Addington,503,0,A,Mobile,611,Friendly Manor,Friendly Manor,9756 County Road 2,9756 County Road 2,Greater Napanee,Greater Napanee,ON,K0K 1X0,44.20156607748427,-77.03668502673837,9.0,StreetAddress,97.2,72994791.0439991,48749172.291789815
35143,35039,Hastings--Lennox and Addington,503,0,B,Mobile,611,Village Green Nursing Home,Centre d'accueil Village Green,166 Pleasant Drive,166 Pleasant Drive,Selby,Selby,ON,K0K 2Z0,44.30115782093972,-76.98307109416953,9.0,StreetAddress,100.0,72678237.3772521,48693675.30976147
35249,35040,Huron--Bruce,88,0,A,Ordinary,604,Ripley Huron Community Centre,Ripley Huron Community Centre,17 Queen Street,"17, rue Queen",Ripley,Ripley,ON,N0G 2R0,44.07256925282556,-81.58120636683913,9.0,StreetAddress,100.0,105078522.70876685,68961071.01719896
35250,35040,Huron--Bruce,88,0,B,Mobile,604,R Villa Retirement Living,R Villa Retirement Living,22 Park Street,"22, rue Park",Ripley,Riplrey,ON,N0G 2R0,44.068903113489945,-81.58227655388447,9.0,StreetAddress,100.0,105093510.01881492,68962596.86853367
35270,35040,Huron--Bruce,108,0,A,Ordinary,605,Sacred Heart Church,Sacred Heart Church,220 Carling Terrace,220 Carling Terrace,Wingham,Wingham,ON,N0G 2W0,43.88280930642267,-81.30762428798525,9.0,PointAddress,100.0,102442679.62140186,66882437.282637246
35271,35040,Huron--Bruce,108,0,B,Mobile,605,Gilbert Hall,Gilbert Hall,22 Veterans Road,22 Veterans Road,North Huron,North Huron,ON,N0G 2W0,43.88488442816086,-81.31261186285253,9.0,StreetAddress,100.0,102490649.99929802,66917136.77210729
35343,35040,Huron--Bruce,179,0,A,Ordinary,610,Seaforth and District Community Centre,Seaforth and District Community Centre,122 Duke Street,"122, rue Duke",Seaforth,Seaforth,ON,N0K 1W0,43.55725548856646,-81.38878068558874,9.0,StreetAddress,100.0,103574915.01590756,66902653.70040922
35344,35040,Huron--Bruce,179,0,B,Mobile,610,Maplewood Manor,Maplewood Manor,13 Church Street,"13, rue Church",Seaforth,Seaforth,ON,N0K 1W0,43.55506305358062,-81.39521243966738,9.0,PointAddress,100.0,103642810.93074338,66940391.93179507
35389,35040,Huron--Bruce,500,0,,Mobile,600,Hampton Court Retirement Lodge,Hampton Court Retirement Lodge,49 Albert Street South,"49, rue Albert Sud",Saugeen Shores,Saugeen Shores,ON,N0H 2L0,44.49419621981438,-81.37267596047292,9.0,StreetAddress,100.0,102505674.19440378,68225311.21296048
35390,35040,Huron--Bruce,500,0,,Mobile,600,Kingsway Arms at Elgin Lodge,Kingsway Arms at Elgin Lodge,551 Mary Street,"551, rue Mary",Saugeen Shores,Saugeen Shores,ON,N0H 2C0,44.446113726152085,-81.38315268284418,8.0,PointAddress,100.0,102658526.73924197,68220714.44250233
35391,35040,Huron--Bruce,501,0,,Mobile,602,Malcolm Place Retirement Residence,Malcolm Place Retirement Residence,255 Durham Street,"255, rue Durham",Kincardine,Kincardine,ON,N2Z 2X9,44.1795725495699,-81.63557044113928,9.0,PointAddress,100.0,105552689.94709224,69497577.66314471
35392,35040,Huron--Bruce,501,0,,Mobile,602,Tiverton Park Manor,Tiverton Park Manor,24 King Street North,"24, rue King Nord",Tiverton,Tiverton,ON,N0G 2T0,44.27385387321908,-81.53836019675383,9.0,StreetAddress,99.05,104427274.46635921,68984362.04094493
35393,35040,Huron--Bruce,501,0,,Mobile,602,Trillium Court,Trillium Court,550 Philip Place,550 Philip Place,Kincardine,Kincardine,ON,N2Z 3A6,44.18019733443942,-81.61554118013154,9.0,PointAddress,100.0,105337518.46208474,69361609.44849423
35394,35040,Huron--Bruce,502,0,,Mobile,607,Fordwich Village Nursing Home,Fordwich Village Nursing Home,3063 Adelaide Street,"3063, rue Adelaide",Howick,Howick,ON,N0G 1H0,43.87061933337156,-81.02923257536492,9.0,PointAddress,100.0,99749282.18109912,65155860.102930605
35395,35040,Huron--Bruce,502,0,,Mobile,607,Huronlea and Highland Apartments,Huronlea and Highland Apartments,820 Turnberry Street,"820, rue Turnberry",Huron East,Huron East,ON,N0G 1H0,43.73816670756177,-81.25461362801795,9.0,StreetAddress,100.0,102052324.83622289,66331315.92839255
35396,35040,Huron--Bruce,502,0,,Mobile,607,Maple Court Villa,Maple Court Villa,5 Fourth Street,"5, rue Fourth",Brockton,Brockton,ON,N0G 2V0,44.117722626666506,-81.15050808505977,9.0,PointAddress,100.0,100674790.46510155,66254920.57391917
35398,35040,Huron--Bruce,503,0,A,Mobile,604,Nine Mile Villa,Nine Mile Villa,469 Inglis Street West,"469, rue Inglis Ouest",Lucknow,Lucknow,ON,N0G 2H0,43.95992727232753,-81.5160036045745,9.0,StreetAddress,99.05,104501776.4760321,68350104.07849434
35399,35040,Huron--Bruce,503,0,A,Mobile,604,Pinecrest Manor Nursing Home,Pinecrest Manor Nursing Home,399 Bob Street,"399, rue Bob",Lucknow,Lucknow,ON,N0G 2H0,43.955912882855465,-81.51091590169693,8.0,PointAddress,100.0,104452446.1502935,68310168.23167387
35400,35040,Huron--Bruce,503,0,B,Mobile,604,Braemar Retirement Centre,Braemar Retirement Centre,719 Josephine Street,"719, rue Josephine",North Huron,North Huron,ON,N0G 2W0,43.898714057905835,-81.30293150657764,9.0,StreetAddress,100.0,102380528.36604434,66876827.76023324
35401,35040,Huron--Bruce,504,0,,Mobile,608,Goderich Place Retirement Residence,Goderich Place Retirement Residence,30 Balvina Drive East,30 Balvina Drive East,Goderich,Goderich,ON,N7A 4L5,43.7289425134171,-81.70941005398464,10.0,PointAddress,100.0,106802508.06171863,69296700.68741941
35402,35040,Huron--Bruce,504,0,,Mobile,608,Maitland Manor Health Care Centre,Maitland Manor Health Care Centre,290 South Street,"290, rue South",Goderich,Goderich,ON,N7A 4G6,43.73313216180969,-81.71118804114444,10.0,PointAddress,100.0,106817847.06718007,69315583.59839293
35403,35040,Huron--Bruce,505,0,A,Mobile,609,Huronview and Heartland Apartments,Huronview and Heartland Apartments,77722 London Road,77722 London Road,Huron East,Huron East,ON,N0M 1L0,43.59872895549516,-81.53247139084247,9.0,StreetAddress,100.0,105027202.13429394,67899352.93909803
35404,35040,Huron--Bruce,505,0,B,Mobile,609,Anfield Retirement Home,Anfield Retirement Home,26 Joseph Street,"26, rue Joseph",Clinton,Clinton,ON,N0M 1L0,43.61472966192525,-81.54056953915389,9.0,PointAddress,100.0,105097150.03564785,67977722.76480418
35406,35040,Huron--Bruce,506,0,,Mobile,610,Exeter Villa,Exeter Villa,155 John Street East,"155, rue John Est",Exeter,Exeter,ON,N0M 1S1,43.34682559665924,-81.47436512793591,9.0,PointAddress,100.0,104660666.14504611,67128920.36379492
35407,35040,Huron--Bruce,506,0,,Mobile,610,Seaforth Manor Nursing Home,Seaforth Manor Nursing Home,100 James Street,"100, rue James",Huron East,Huron East,ON,N0K 1W0,43.55657840414885,-81.3978873832595,9.0,PointAddress,100.0,103668753.92572682,66959822.3304014
35408,35040,Huron--Bruce,507,0,,Mobile,612,Blue Water Rest Home,Blue Water Rest Home,37792 Zurich-Hensall Road,37792 Zurich-Hensall Road,Zurich,Zurich,ON,N0M 2T0,43.419340169539915,-81.64273947727253,9.0,StreetAddress,100.0,106381128.96093999,68353837.19790527
35409,35040,Huron--Bruce,507,0,,Mobile,612,Queensway Nursing Home,Queensway Nursing Home,100 Queen Street,"100, rue Queen",Bluewater,Bluewater,ON,N0M 1X0,43.43497939497359,-81.5039032260661,9.0,PointAddress,100.0,104885093.70145485,67457574.55551678
35514,35041,Kanata--Carleton,91,0,A,Ordinary,606,The Bridge,The Bridge,285 Didsbury Road,285 Didsbury Road,Kanata,Kanata,ON,K2T 1C4,45.30583410378567,-75.91818841773885,9.0,PointAddress,100.0,67458542.66556278,46727213.04174431
35515,35041,Kanata--Carleton,91,0,B,Ordinary,606,Park Ridge Place,Park Ridge Place,7305 Campeau Drive,7305 Campeau Drive,Kanata,Kanata,ON,K2K 0C1,45.31403060222781,-75.91491895871133,8.0,PointAddress,100.0,67440372.11255173,46726523.76788157
35617,35041,Kanata--Carleton,500,0,,Mobile,604,Chartwell Manor,Chartwell Manor,20 Shirley's Brook Drive,20 Shirley's Brook Drive,Kanata,Kanata,ON,K2K 2W8,45.353080416844804,-75.92299832731295,8.0,PointAddress,100.0,67447363.9876903,46785349.763312936
35618,35041,Kanata--Carleton,500,0,,Mobile,604,Symphony Senior Living,Symphony Senior Living,27 Weaver Crescent,27 Weaver Crescent,Kanata,Kanata,ON,K2K 2Z8,45.32389417011957,-75.92483131167414,9.0,PointAddress,100.0,67473290.98937866,46762059.37286424
35619,35041,Kanata--Carleton,500,0,,Mobile,604,West Carleton Retirement Home,West Carleton Retirement Home,518 Donald B. Munro Drive,518 Donald B. Munro Drive,Carp,Carp,ON,K0A 1L0,45.34370488374951,-76.04162219311503,9.0,PointAddress,100.0,67926616.03499708,47090723.27976788
35620,35041,Kanata--Carleton,501,0,A,Mobile,606,Empress Manor,Empress Manor,170 McGibbon Drive,170 McGibbon Drive,Ottawa,Ottawa,ON,K2L 4H5,45.30682546104766,-75.90680149723003,9.0,PointAddress,100.0,67412888.75675188,46698296.46995249
35622,35041,Kanata--Carleton,501,0,C,Mobile,606,Garden Terrace,Garden Terrace,100 Aird Place,100 Aird Place,Kanata,Kanata,ON,K2L 4H8,45.30966442218224,-75.9009044846783,9.0,PointAddress,100.0,67387788.60597187,46685575.808259755
35625,35041,Kanata--Carleton,501,0,D,Mobile,606,Red Oak,Red Oak,3501 Campeau Drive,3501 Campeau Drive,Kanata,Kanata,ON,K2K 0C1,45.31683298690094,-75.90089205063775,9.0,PointAddress,100.0,67383163.14903267,46692438.985918656
35626,35041,Kanata--Carleton,502,0,A,Mobile,610,Chartwell Stonehaven,Stonehaven Manor,70 Stonehaven Drive,70 Stonehaven Drive,Kanata,Kanata,ON,K2M 3B4,45.291071454988135,-75.85613210505508,8.0,PointAddress,100.0,67223413.05167928,46550813.48627447
35627,35041,Kanata--Carleton,502,0,B,Mobile,610,Fairfield Manor,Fairfield Manor,17 Lombardo Drive,17 Lombardo Drive,Kanata,Kanata,ON,K2L 4E8,45.30149592916539,-75.88626441554673,8.0,PointAddress,100.0,67335263.35485172,46639414.312614106
